,date,content,retweetCount,coordinates
3,2019-02-23 19:20:21+00:00,"Chaque fois que c’est possible, sois clair
Confucius
▪️
▪️Je découvre Paris et j’avoue être sous le charme 🥰 Et vous, où passez-vous votre Samedi❓by the best salimb06 📸
▪️
▪️
▪️#parisparis… https://t.co/uYFAzXmqEp",2,"{'longitude': 2.35188, 'latitude': 48.85653}"
4,2019-01-03 01:43:44+00:00,"C’est possible. #paris #france #2019 #architecture #mercredi @ Hôtel de Ville, Paris https://t.co/GFYAJVLHce",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
5,2018-10-26 14:12:29+00:00,Thank you to those who came out last night to support the #womenstartupchallenge &amp; to our amazing sponsors for making it all possible! @craignewmark @mozilla @RadCampaign @Paris  @Anne_Hidalgo @laurent_lo_paris @KiteHillPR #thepineapplefund @starther_org @AWSstartups #AWSActivate https://t.co/8Ol5Xxmhqi,5,"{'longitude': 2.3533499, 'latitude': 48.8567505}"
6,2017-04-09 11:19:34+00:00,I think next year I will try ! Now I know it is possible to walk during a marathon! I think I… https://t.co/wxiMt0CXep,0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
7,2016-06-03 14:06:22+00:00,Un appartement pied dans l'eau à Paris ? C'est possible... A flat in Paris  feet in the river?… https://t.co/3mX0TJdhHi,0,"{'longitude': 2.35231149, 'latitude': 48.85680586}"
8,2015-03-11 13:35:16+00:00,#ecocirculaire partie intégrante de la loi sur la #TransitionEnergetique : discussions encore possible pour aller plus loin.,0,"{'longitude': 2.35338644, 'latitude': 48.85630912}"
9,2015-02-09 14:24:17+00:00,# CP @Atachene du @GroupeUDIMoDem cite le general de Gaulle qui appelait à rendre possible ce qui est nécessaire http://t.co/KNKl5xrkzL,5,"{'longitude': 2.35146379, 'latitude': 48.85667857}"
10,2015-01-12 09:45:41+00:00,En ce moment | NOW | I have a dream!   http://t.co/2ri5PSx5wi IT'S POSSIBLE https://t.co/uXxo7Dlmam,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
11,2014-12-16 09:53:28+00:00,"""Vous voulez rencontrer des comtes et des duchesses ? C'est possible au polo de #paris dont la redevance est trop faible"" @Yves_Contassot",5,"{'longitude': 2.35179523, 'latitude': 48.85664142}"
12,2013-10-20 19:08:05+00:00,"-Bonjour Namir
-Oui Billel !?
-Samedi, c'est possible que je quitte plutôt ^_^ stp
-Pk ?
-Pour voir Dieudonné
-Nique ta mère fils de pute.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
13,2013-10-08 18:47:33+00:00,C'est possible d'être un minimum classe avec une cigarette électronique dans la main ? lol,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
14,2013-10-02 18:56:17+00:00,"Signalez svp, c'est plus possible.  RT @sam95dz: Est-ce que Kroos touche une bourse au Crous ?",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
15,2013-09-21 17:01:55+00:00,"Sinon,il y a @CesarAzpi qui joue jamais avec Mourinho, pourquoi pas tenter le prêt en hiver @OM_Officiel ? Car là, c'est plus possible",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
16,2013-09-06 09:39:45+00:00,Love at first sight is possible,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
17,2013-09-02 22:23:04+00:00,"J'écoute Brigitte Lahaie + la possible venu de Feillaini, ça peut faire des dégats",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
18,2013-08-18 23:22:52+00:00,"+ 100 RT @sabdelhamid: Dans GTA V il sera possible de jouer.
#TweeteCommeGTAVFR",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
19,2013-07-05 12:18:18+00:00,Dani Carvajal: « je vais faire tout possible essayer de faire mieux au Real Madrid » http://t.co/h9Ek4y36nZ,0,"{'longitude': 2.35261917, 'latitude': 48.85703523}"
20,2013-07-04 19:44:43+00:00,Sur BeIn Alexandre Ruiz avait évoquer la possible venu d'un défenseur sud-américain à l'OM. Confirmation,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
21,2013-06-30 22:35:51+00:00,Toujours pas de rumeur sur un possible retour de Drogba à Marseille ? Étrange.,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
22,2013-06-28 18:36:26+00:00,"@araaz_  C'est une rumeur de Sky, j'y crois pas du tout après... Par contre, en prêt c'est possible.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
23,2013-06-09 14:42:48+00:00,"Ils sont venus sur invitent ces débiles, c'est pas possible de payé pour foutre le zbeul.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
24,2013-06-04 16:15:40+00:00,"C'est normal de pas être supporter de toutes les équipes FR en CE. Il y a certaines rivalité, qui font que c'est pas possible. 1/2",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
25,2013-05-11 18:12:14+00:00,"Le gagnant de la coupe d'Angleterre sera peut-être relégué, en France, ce scénario est aussi possible.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
26,2013-04-11 19:11:31+00:00,"Je pense qu'il est possible de devenir fumeur juste en regardant Mad Men, je suis pas loin là..",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
27,2013-04-05 15:44:39+00:00,"FRANCE / AFFAIRE CAHUZAC: Rendre inéligible à vie un élu condamné, est-ce vraiment possible? http://t.co/ehevMfB7Bt",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
28,2013-04-05 15:44:38+00:00,"FRANCE / AFFAIRE CAHUZAC: Rendre inéligible à vie un élu condamné, est-ce vraiment possible? http://t.co/YDt58DkpLb",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
29,2013-04-01 02:19:40+00:00,C'est possible d'être conne comme ça ? RT @mrsciinderella: C'est pas pour dire mais les marochiennes elles on un visage mauvaiiis de chienne,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
30,2013-02-20 21:07:54+00:00,"RFI: MALI: Diango Cissoko: «dès que possible, l’armée malienne sera à Kidal» http://t.co/cQouHQR7",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
31,2012-10-22 10:50:52+00:00,"@grooverblog C'est fort possible, Florentino n'hésitera pas à mon avis.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
32,2012-10-08 22:14:36+00:00,"Un festival vert en ligne...: A l'heure, où il est possible d'informer et aussi de partager grâce à l'Internet, ... http://t.co/dfnvUO7o",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
33,2012-09-29 17:19:08+00:00,Inch Allah demain ont bat #VA avec un gros score si possible.,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
34,2012-09-29 14:54:54+00:00,"Franck ""Bilal"" Ribéry, le seul crack de l'EDF ? Possible...",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
35,2012-09-21 14:58:37+00:00,"[CDI] Lead Developer Web (CDI, freelance possible) - H/F chez Spycee - Paris (75) : http://t.co/LtrwRyUT #emploi #informatique",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
36,2012-08-23 19:14:36+00:00,@lyonnais_03410 hey hey le plus tard possible alors ;) en quart se serais parfait,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
37,2012-08-07 08:59:00+00:00,"Regarder les #JO2012 tout en pédalant sur des Vélib', c'est possible !  @ Place de l'Hôtel de Ville http://t.co/0XjTXiWd",3,"{'longitude': 2.35154629, 'latitude': 48.85673876}"
38,2012-08-05 22:05:33+00:00,"@araaz_ Les joueurs brésiliens sont étrangements chères... Welbeck avec RVP c'est possible, Rooney joue partout #Crack",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
39,2012-07-28 00:51:54+00:00,"C'est un acteur, c'est pas possible. #ci",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
40,2012-07-25 01:44:58+00:00,"Là je mange tout et n'importe quoi et le plus vite possible, demain matin je vais pas assumer #Ramadan",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
41,2012-07-12 12:28:22+00:00,J'attend la réaction de Riolo sur la possible signature de Zlatan dans son club de coeur. Il peut pas se le blairé.,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
42,2012-06-09 17:08:09+00:00,"RVP il s'est fait marabouté, c'est pas possible ! Huntelaar il a la trique là !",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
43,2012-01-11 12:46:16+00:00,"""Je ferai tout pour que le stade soit le plus grand possible."" B. Delanoë #PSG",0,"{'longitude': 2.353128, 'latitude': 48.85587}"
0,2012-11-02 21:12:39+00:00,Y'a personne à la station de métro ou j suis j marche lentement sa sent le bourbier déjà vue sa dans un film d horreur,0,"{'longitude': 2.35231803, 'latitude': 48.85738029}"
0,2020-03-06 10:19:30+00:00,"[#HackingParis] Pour David Monteau, directeur de l'attractivité de @grandparismgp ""Le #grandparis c'est une dynamique urbaine, de population et de mobilité, construite par de #citoyens et des #entreprises"" https://t.co/EINAQAylX1",2,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
1,2015-04-14 10:56:40+00:00,"Avec Marie-Pierre de la Gontrie : ""La dynamique d'un nouveau projet refusant une Ile-de-France à plusieurs vitesses"" http://t.co/HabHFFEGvu",15,"{'longitude': 2.35146356, 'latitude': 48.85669515}"
2,2014-07-12 11:16:39+00:00,@danboulogne92 Et toi super dynamique et éminemment sympathique ! Et j'adore ton pain 👍,0,"{'longitude': 2.35336543, 'latitude': 48.85630081}"
3,2014-06-14 08:00:43+00:00,"Région Rhône-Alpes "" enfin nous sommes dans une dynamique d'action plutôt que de réaction ! http://t.co/W18CRPTb61",0,"{'longitude': 2.3526918, 'latitude': 48.8571311}"
4,2012-07-22 23:13:39+00:00,"Le réalisateur il a mis la ""caméra dynamique"" de Fifa #PsgChelsea",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
5,2011-10-25 08:56:43+00:00,[Stage] Développeur web Ruby on Rails malin et dynamique - H/F chez FGT Network - Paris (75) : http://t.co/SGSjEemy #stage #informatique,0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
0,2021-11-08 19:26:39+00:00,"« Il est nécessaire d'élargir la focale avec les autres villes pour comprendre si les chiffres baissent vraiment ou si les populations sont déplacées derrière le périphérique. »

Olivier Peyroux, Sociologue

#NuitDeLaSolidarité
#UneNuitQuiCompte https://t.co/jlIxDFg1se",4,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
1,2021-05-01 17:14:54+00:00,@JeanneLepic En effet c’est vraiment une vocation de saccager #Paris à ce point chère @JeanneLepic ! Ce n’est pas donné à tout le monde #saccageparis https://t.co/mKzvS3JwjN,18,"{'longitude': 2.351656181823647, 'latitude': 48.85700999748231}"
2,2020-11-18 16:23:30+00:00,Parfois les 🎥 ont vraiment l’air toutes petites. à Hôtel de ville de Paris https://t.co/ukxjNHNN6j,0,"{'longitude': 2.3521632, 'latitude': 48.85639331}"
3,2020-09-07 09:50:10+00:00,Maintenant on reçoit vraiment des mots d'amour et de soutien pour notre mobilisation en tant qu'élues à la Ville de Paris. Merci merci merci ! 💜💪 #lundimatin #MondayMotivation https://t.co/YUFFKQ4rKB,2,"{'longitude': 2.352372407913208, 'latitude': 48.85647757431556}"
4,2019-11-29 23:39:27+00:00,"C’était un moment fort, l’Alma-jam avec Etienne et Coriam, et tous les autres… Entre 2018 et 2019, la musique venait de l’énergie… Vraiment heureuse d’avoir partagé tant de vibrations… Sans doute y’aura -t-il encore… https://t.co/CfWRJ0msKk",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
5,2019-11-08 10:25:44+00:00,"C’est plus clair si je le fais vraiment ou pas ? 🤷🏼‍♂️
⠀
Retrouvez la liste des clubs ouverts ce lundi 11/11 sur 𝘤𝘮𝘨𝘴𝘱𝘰𝘳𝘵𝘴𝘤𝘭𝘶𝘣.𝘤𝘰𝘮 🖥 et dans la partie « à noter » depuis l’accueil de cette page Instagram… https://t.co/UTZ91rKxms",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
6,2019-07-04 18:08:51+00:00,Il n’y a que toi qui était vraiment solaire ce soir !!! Merci jesuisclaraluciani @fnac #techniquededrague #byClara #fnacliveparis à Place de l'Hôtel-de-Ville - Esplanade de la Libération https://t.co/k2GGyUvu1Y,0,"{'longitude': 2.35138889, 'latitude': 48.85666667}"
7,2019-04-05 09:20:24+00:00,"-Mais ils vont se faire mal ? 😱💭
-Heu, la coach vient vraiment de dire « superman » ? 👀💭
-Haaaaaa ! Pourquoi ils crient « hey ! hey ! hey ! » ? 🤔 Ils m’ont vu ? Ils veulent que je fasse le… https://t.co/TZJKTXM1hb",0,"{'longitude': 2.35188, 'latitude': 48.85653}"
8,2017-12-30 21:27:19+00:00,"“Mais t’es vraiment degueulasse, tu me dégoûtes” - qui a dit que j’avais envie de te séduire? -… https://t.co/LwUglG2Yfp",0,"{'longitude': 2.35212564, 'latitude': 48.85652699}"
9,2017-10-19 17:29:15+00:00,"Le cheesecake maison de la cantine de la ville était vraiment pas mal cette fois-ci.

#Paris… https://t.co/Ixwbzc7PDD",0,"{'longitude': 2.352222, 'latitude': 48.856389}"
10,2016-01-28 16:33:33+00:00,"Stomp, ça dé-ménage !!!: Stomp, je connais depuis longtemps mais je n'avais jamais vraiment pris le temps d'al... https://t.co/jbagJyHHBT",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
11,2016-01-28 16:33:32+00:00,"Stomp, ça dé-ménage !!!: Stomp, je connais depuis longtemps mais je n'avais jamais vraiment pris le temps d'al... https://t.co/L5Ta2pHFT4",0,"{'longitude': 2.3522219, 'latitude': 48.856614}"
12,2014-08-18 21:16:52+00:00,"Labrune, il a pas volé sa réputation, c'est vraiment un maître de la communication, mais nous sommes plus dupes :)",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
13,2014-07-13 11:18:31+00:00,"La Juventus veut vraiment mettre 25M€ sur le surcoté Paulinho ? lol  leMême Paulinho qui s'est fait sauté par Bentaleb, soyez sérieux merde",2,"{'longitude': 2.352222, 'latitude': 48.856614}"
14,2013-11-21 18:41:21+00:00,Qui a vraiment cru qu'on se ferait taper par équipe qui à pour meilleur joueur Charly Kaboré ? :),0,"{'longitude': 2.352222, 'latitude': 48.856614}"
15,2013-11-20 22:17:06+00:00,"L'histoire du ''tireur fou'', ça vous passionne vraiment ?",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
16,2013-11-13 17:22:41+00:00,"@DavidLoureiroFr je crois oui, mais pas vraiment dans les meilleurs conditions pour trouver l'info. Elles doivent être sur le site, non ?",0,"{'longitude': 2.35325522, 'latitude': 48.85612904}"
17,2013-10-31 19:44:02+00:00,"C'est même pas le fait d'avoir une mascotte qui me gène, mais la gueule du truc, il y avait vraiment rien de mieux que Nino ?",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
18,2013-10-05 21:24:18+00:00,"Aujourd'hui, j'ai vraiment mal agit. J'espère rattraper ça, en likant des photos d'enfants malades sur FB.",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
19,2013-10-02 20:17:51+00:00,"Et dire qu'après les poules, le Bayern, va vraiment se mettre en mode enervax",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
20,2013-10-01 19:35:58+00:00,"Arsenal, ils se sont mis en mode ""patron"" depuis le début de saison. Vraiment impressionnant.",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
21,2013-09-01 16:12:44+00:00,"La pelouse du Stade du Ray...merde, ça sent vraiment la fin",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
22,2013-08-28 10:34:24+00:00,La nouvelle appli #FunRadio est vraiment superbe :) @ Paris http://t.co/OxsJOkyXNh,0,"{'longitude': 2.35206127, 'latitude': 48.85644228}"
23,2013-08-22 17:48:35+00:00,"Ah Paris, son bitume, ses pigeons et ses mégots, vous ne m'avez pas vraiment manquée ! #paris #france… http://t.co/4sCbRLLgkB",0,"{'longitude': 2.35242605, 'latitude': 48.85647052}"
24,2013-08-01 23:47:59+00:00,"aujourd'hui, je suis vraiment heureux, que diriez-vous?",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
25,2013-07-31 22:00:25+00:00,Hein ???? RT @araaz_: Donc c'est vraiment la fin d'Ofive ?,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
26,2013-07-03 19:19:09+00:00,"pll, c'est vraiment bien en fait.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
27,2013-06-27 10:22:59+00:00,"Ils sont sérieux Naples pour N'koulou ? 15ME ? Vraiment ? Quand je vois des Lucas Digne au même prix, ou Lovren à 10M€, ça me fait rire.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
28,2013-06-18 18:59:29+00:00,"Si l’Équipe dit vrai, alors le LOSC est vraiment dans la merde niveau financier pour que l'OM balance une tel offre.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
29,2013-06-14 20:16:33+00:00,"On se fout souvent de sa gueule (à juste titre) mais, Aulas, c'est vraiment le meilleur président dans notre putain de ligain",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
30,2013-06-04 20:03:12+00:00,"Riolo, il casse vraiment les couilles avec Valbuena",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
31,2013-06-04 19:19:09+00:00,"Les ""femmes'' qui se rasent une partie de la tête, c'est vraiment une ''mode'' de salope.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
32,2013-06-01 17:02:35+00:00,"Il y a vraiment des personnes qui pensent que l'OM va vendre Mandanda et N'koulou, à Monaco ? lol. Autant ne rien faire la saison prochaine.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
33,2013-05-19 20:48:00+00:00,"Il y a vraiment des Stéphanois, qui pensent que Perrin &gt;&gt; N'koulou. Je suis littéralement, kécho. Bonne nuit.",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
34,2013-05-13 16:06:35+00:00,Tkt pas. C'est pas une ville de football. RT @alex7om_fcp: Courage aux supporters Marseillais qui habitent à Paris. Vraiment.,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
35,2013-05-09 15:32:52+00:00,"On peut dire ce qu'on veut sur Gignac, mais lui, est vraiment passionné par le foot. C'est pas le cas de la plupart des footeux français",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
36,2013-04-23 19:37:20+00:00,"Bayern-Barça et Margotton ne parle que du psg, incroyable, il est vraiment devenu faible.",2,"{'longitude': 2.352222, 'latitude': 48.856614}"
37,2013-04-18 18:49:39+00:00,"C'est incroyable, je suis vraiment un aimant à tocards. C'est génial.",1,"{'longitude': 2.352222, 'latitude': 48.856614}"
38,2013-04-09 17:19:22+00:00,C'est vraiment LE TROLL ultime de twitter... #LRT,0,"{'longitude': 2.352222, 'latitude': 48.856614}"
39,2013-04-07 20:15:25+00:00,"Donc, il y a vraiment des personnes qui pensent que Lille va reproduire le même match face à L'OM ?...",0,"{'longitude': 2.352222, 'latitude': 48.856614}"
40,2013-04-06 19:56:06+00:00,"Labrune, c'est vraiment le pire président de Ligain, le mec balance des conneries chaque semaine, #FDPcertifié",2,"{'longitude': 2.352222, 'latitude': 48.856614}"
